route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
1,1,604997,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338826,45272,0,0
1,1,604998,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338827,45273,0,0
1,1,604999,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338828,45272,0,0
1,1,605000,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338829,45273,0,0
1,1,605001,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338830,45273,0,0
1,1,605002,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338831,45273,0,0
1,1,605003,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338832,45273,0,0
1,1,605004,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338833,45273,0,0
1,1,605005,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338834,45273,0,0
1,1,605006,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338835,45273,0,0
1,1,605007,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338826,45273,0,0
1,1,605008,1 KENNY LIVINGSTON TO REYNOLDSBURG PARK AND RIDE,0,338836,45272,0,0
